treatment,replicate,step,creature_x,creature_y,score
hybrid,3,30,8,12,1140
hybrid,4,0,10,10,1000
hybrid,4,1,10,10,965
hybrid,4,2,11,10,1005
hybrid,4,3,11,10,1000
hybrid,4,4,11,11,1040
hybrid,4,5,11,11,1035
hybrid,4,6,10,11,1025
hybrid,4,7,10,11,1020
hybrid,4,8,10,10,1010
hybrid,4,9,10,10,1005
hybrid,4,10,11,10,995
hybrid,4,11,11,10,990
hybrid,4,12,11,11,980
hybrid,4,13,11,12,970
hybrid,4,14,11,12,965
hybrid,4,15,11,12,960
hybrid,4,16,11,11,950
hybrid,4,17,11,10,940
hybrid,4,18,11,10,935
hybrid,4,19,11,10,930
hybrid,4,20,11,10,925
hybrid,4,21,11,10,920
hybrid,4,22,11,11,910
hybrid,4,23,11,12,900
hybrid,4,24,11,12,895
hybrid,4,25,11,12,890
hybrid,4,26,11,11,880
hybrid,4,27,11,10,870
hybrid,4,28,11,10,865
hybrid,4,29,11,10,860
hybrid,4,30,11,11,850
hybrid,5,0,10,10,1000
hybrid,5,1,10,10,1045
hybrid,5,2,9,10,1085
hybrid,5,3,9,10,1080
hybrid,5,4,9,11,1170
hybrid,5,5,9,12,1260
hybrid,5,6,9,12,1255
hybrid,5,7,9,12,1250
hybrid,5,8,9,12,1245
hybrid,5,9,8,12,1335
hybrid,5,10,7,12,1325
hybrid,5,11,7,12,1320
hybrid,5,12,7,13,1410
hybrid,5,13,7,13,1405
hybrid,5,14,6,13,1495
hybrid,5,15,5,13,1485
hybrid,5,16,5,13,1480
hybrid,5,17,5,13,1475
hybrid,5,18,5,13,1470
hybrid,5,19,5,13,1465
hybrid,5,20,5,13,1460
hybrid,5,21,5,12,1550
hybrid,5,22,5,12,1545
hybrid,5,23,4,12,1585
hybrid,5,24,4,12,1580
hybrid,5,25,4,11,1570
hybrid,5,26,4,11,1565
hybrid,5,27,5,11,1605
hybrid,5,28,6,11,1645
hybrid,5,29,6,11,1640
hybrid,5,30,6,10,1730
hybrid,6,0,10,10,1000
hybrid,6,1,10,10,1095
hybrid,6,2,9,10,1135
hybrid,6,3,8,10,1175
hybrid,6,4,7,10,1165
hybrid,6,5,7,10,1160
hybrid,6,6,7,11,1200
hybrid,6,7,7,11,1195
hybrid,6,8,8,11,1185
hybrid,6,9,8,11,1180
hybrid,6,10,8,12,1220
hybrid,6,11,8,13,1210
hybrid,6,12,8,14,1200
hybrid,6,13,8,15,1190
hybrid,6,14,8,16,1180
hybrid,6,15,8,16,1175
hybrid,6,16,7,16,1165
hybrid,6,17,7,16,1160
hybrid,6,18,7,16,1155
hybrid,6,19,8,16,1145
hybrid,6,20,9,16,1135
hybrid,6,21,10,16,1175
hybrid,6,22,10,16,1170
hybrid,6,23,10,15,1260
hybrid,6,24,10,15,1255
hybrid,6,25,10,15,1250
hybrid,6,26,10,15,1245
hybrid,6,27,11,15,1335
hybrid,6,28,12,15,1375
hybrid,6,29,13,15,1465
hybrid,6,30,14,15,1455
hybrid,7,0,10,10,1000
hybrid,7,1,10,9,1090
hybrid,7,2,10,9,1085
hybrid,7,3,10,9,1080
hybrid,7,4,10,9,1075
hybrid,7,5,10,9,1070
hybrid,7,6,10,10,1060
hybrid,7,7,10,10,1055
hybrid,7,8,11,10,1095
hybrid,7,9,11,10,1090
hybrid,7,10,11,10,1085
hybrid,7,11,12,10,1075
hybrid,7,12,12,10,1070
hybrid,7,13,12,11,1110
hybrid,7,14,12,12,1200
hybrid,7,15,12,13,1190
hybrid,7,16,12,13,1185
hybrid,7,17,11,13,1175
hybrid,7,18,11,13,1170
hybrid,7,19,11,14,1210
hybrid,7,20,11,14,1205
hybrid,7,21,10,14,1245
hybrid,7,22,10,14,1240
hybrid,7,23,10,13,1230
hybrid,7,24,10,12,1270
hybrid,7,25,10,11,1260
hybrid,7,26,10,10,1250
hybrid,7,27,10,9,1240
hybrid,7,28,10,9,1235
hybrid,7,29,10,9,1230
hybrid,7,30,10,10,1220
hybrid,8,0,10,10,1000
hybrid,8,1,10,10,1045
hybrid,8,2,11,10,1085
hybrid,8,3,12,10,1075
hybrid,8,4,13,10,1165
hybrid,8,5,14,10,1205
hybrid,8,6,14,10,1200
hybrid,8,7,14,11,1240
hybrid,8,8,14,12,1230
hybrid,8,9,14,12,1225
hybrid,8,10,14,12,1220
hybrid,8,11,14,13,1260
hybrid,8,12,14,14,1250
hybrid,8,13,14,15,1240
hybrid,8,14,14,16,1230
hybrid,8,15,14,16,1225
hybrid,8,16,13,16,1265
hybrid,8,17,12,16,1255
hybrid,8,18,11,16,1295
hybrid,8,19,11,16,1290
hybrid,8,20,11,17,1380
hybrid,8,21,11,18,1420
hybrid,8,22,11,19,1460
hybrid,8,23,11,20,1500
hybrid,8,24,11,20,1495
hybrid,8,25,12,20,1535
hybrid,8,26,13,20,1575
hybrid,8,27,13,20,1570
hybrid,8,28,13,20,1565
hybrid,8,29,12,20,1555
hybrid,8,30,11,20,1545
hybrid,9,0,10,10,1000
hybrid,9,1,10,10,995
hybrid,9,2,9,10,1085
hybrid,9,3,9,10,1080
hybrid,9,4,9,10,1075
hybrid,9,5,10,10,1065
hybrid,9,6,11,10,1105
hybrid,9,7,12,10,1195
hybrid,9,8,13,10,1185
hybrid,9,9,14,10,1175
hybrid,9,10,14,10,1170
hybrid,9,11,14,9,1210
hybrid,9,12,14,9,1205
hybrid,9,13,15,9,1195
hybrid,9,14,15,9,1190
hybrid,9,15,15,8,1180
hybrid,9,16,15,8,1175
hybrid,9,17,16,8,1165
hybrid,9,18,17,8,1155
hybrid,9,19,18,8,1145
hybrid,9,20,19,8,1035
hybrid,9,21,20,8,1125
hybrid,9,22,20,8,1120
hybrid,9,23,20,9,1160
hybrid,9,24,20,9,1155
hybrid,9,25,20,9,1150
hybrid,9,26,20,8,1140
hybrid,9,27,20,8,1135
hybrid,9,28,20,8,1130
hybrid,9,29,20,9,1120
hybrid,9,30,20,10,1110
hybrid,10,0,10,10,1000
hybrid,10,1,10,9,1040
hybrid,10,2,10,9,1035
hybrid,10,3,11,9,1075
hybrid,10,4,12,9,1065
hybrid,10,5,13,9,1155
hybrid,10,6,13,9,1150
hybrid,10,7,13,8,1190
hybrid,10,8,13,7,1180
hybrid,10,9,13,6,1270
hybrid,10,10,13,6,1265
hybrid,10,11,14,6,1305
hybrid,10,12,15,6,1265
hybrid,10,13,15,6,1260
hybrid,10,14,15,5,1300
hybrid,10,15,15,4,1390
hybrid,10,16,15,4,1385
hybrid,10,17,16,4,1375
hybrid,10,18,16,4,1370
hybrid,10,19,16,4,1365
hybrid,10,20,16,4,1360
hybrid,10,21,16,5,1450
hybrid,10,22,16,6,1410
hybrid,10,23,16,7,1450
hybrid,10,24,16,8,1440
hybrid,10,25,16,8,1435
hybrid,10,26,16,8,1430
hybrid,10,27,16,9,1470
hybrid,10,28,16,9,1465
hybrid,10,29,16,9,1460
hybrid,10,30,16,9,1455
hybrid,11,0,10,10,1000
hybrid,11,1,10,10,995
hybrid,11,2,10,10,990
hybrid,11,3,10,11,980
hybrid,11,4,10,11,975
hybrid,11,5,10,11,970
hybrid,11,6,10,11,965
hybrid,11,7,9,11,1005
hybrid,11,8,8,11,1095
hybrid,11,9,7,11,1085
hybrid,11,10,7,11,1080
hybrid,11,11,7,10,1120
hybrid,11,12,7,9,1110
hybrid,11,13,7,8,1200
hybrid,11,14,7,8,1195
hybrid,11,15,7,8,1190
hybrid,11,16,7,8,1185
hybrid,11,17,8,8,1275
hybrid,11,18,8,8,1270
hybrid,11,19,8,7,1260
hybrid,11,20,8,6,1250
hybrid,11,21,8,5,1240
hybrid,11,22,8,5,1235
hybrid,11,23,9,5,1275
hybrid,11,24,10,5,1265
hybrid,11,25,10,5,1260
hybrid,11,26,10,6,1350
hybrid,11,27,10,7,1440
hybrid,11,28,10,7,1435
hybrid,11,29,10,7,1430
hybrid,11,30,10,6,1420
hybrid,12,0,10,10,1000
hybrid,12,1,10,9,1040
hybrid,12,2,10,9,1035
hybrid,12,3,11,9,1075
hybrid,12,4,12,9,1165
hybrid,12,5,12,9,1160
hybrid,12,6,12,8,1250
hybrid,12,7,12,7,1290
hybrid,12,8,12,6,1380
hybrid,12,9,12,6,1375
hybrid,12,10,12,6,1370
hybrid,12,11,12,6,1365
hybrid,12,12,11,6,1405
hybrid,12,13,11,6,1400
hybrid,12,14,11,5,1490
hybrid,12,15,11,5,1485
hybrid,12,16,11,5,1480
hybrid,12,17,11,6,1470
hybrid,12,18,11,7,1460
hybrid,12,19,11,8,1450
hybrid,12,20,11,8,1445
hybrid,12,21,10,8,1435
hybrid,12,22,9,8,1475
hybrid,12,23,8,8,1515
hybrid,12,24,8,8,1510
hybrid,12,25,8,8,1505
hybrid,12,26,9,8,1495
hybrid,12,27,10,8,1485
hybrid,12,28,11,8,1475
hybrid,12,29,12,8,1465
hybrid,12,30,13,8,1455
hybrid,13,0,10,10,1000
hybrid,13,1,10,9,1090
hybrid,13,2,10,8,1130
hybrid,13,3,10,7,1120
hybrid,13,4,10,6,1160
hybrid,13,5,10,6,1155
hybrid,13,6,9,6,1245
hybrid,13,7,8,6,1285
hybrid,13,8,7,6,1275
hybrid,13,9,6,6,1265
hybrid,13,10,6,6,1260
hybrid,13,11,6,6,1255
hybrid,13,12,6,6,1250
hybrid,13,13,6,7,1290
hybrid,13,14,6,8,1280
hybrid,13,15,6,9,1270
hybrid,13,16,6,10,1160
hybrid,13,17,6,11,1150
hybrid,13,18,6,11,1145
hybrid,13,19,5,11,1235
hybrid,13,20,5,11,1230
hybrid,13,21,5,12,1270
hybrid,13,22,5,12,1265
hybrid,13,23,5,12,1260
hybrid,13,24,5,12,1255
hybrid,13,25,4,12,1295
hybrid,13,26,4,12,1290
hybrid,13,27,4,11,1280
hybrid,13,28,4,11,1275
hybrid,13,29,5,11,1265
hybrid,13,30,6,11,1255
hybrid,14,0,10,10,1000
hybrid,14,1,10,10,965
hybrid,14,2,10,10,960
hybrid,14,3,10,10,955
hybrid,14,4,11,10,945
hybrid,14,5,11,10,940
hybrid,14,6,11,11,980
hybrid,14,7,11,11,975
hybrid,14,8,12,11,1015
hybrid,14,9,13,11,1005
hybrid,14,10,14,11,995
hybrid,14,11,15,11,1085
hybrid,14,12,15,11,1080
hybrid,14,13,15,10,1170
hybrid,14,14,15,9,1260
hybrid,14,15,15,8,1300
hybrid,14,16,15,7,1340
hybrid,14,17,15,6,1430
hybrid,14,18,15,5,1420
hybrid,14,19,15,4,1410
hybrid,14,20,15,4,1405
hybrid,14,21,16,4,1495
hybrid,14,22,17,4,1585
hybrid,14,23,17,4,1580
hybrid,14,24,17,4,1575
hybrid,14,25,17,4,1570
hybrid,14,26,17,4,1565
hybrid,14,27,18,4,1555
hybrid,14,28,18,4,1550
hybrid,14,29,18,3,1540
hybrid,14,30,18,2,1430
hybrid,15,0,10,10,1000
hybrid,15,1,10,10,1095
hybrid,15,2,11,10,1135
hybrid,15,3,11,10,1130
hybrid,15,4,11,10,1125
hybrid,15,5,11,10,1120
hybrid,15,6,11,11,1160
hybrid,15,7,11,12,1200
hybrid,15,8,11,12,1195
hybrid,15,9,10,12,1235
hybrid,15,10,10,12,1230
hybrid,15,11,10,13,1270
hybrid,15,12,10,13,1265
hybrid,15,13,11,13,1305
hybrid,15,14,11,13,1300
hybrid,15,15,11,14,1290
hybrid,15,16,11,15,1380
hybrid,15,17,11,15,1375
hybrid,15,18,12,15,1465
hybrid,15,19,13,15,1505
hybrid,15,20,13,15,1500
hybrid,15,21,13,15,1495
hybrid,15,22,13,15,1490
hybrid,15,23,13,14,1580
hybrid,15,24,13,13,1570
hybrid,15,25,13,13,1565
hybrid,15,26,13,13,1560
hybrid,15,27,13,14,1550
hybrid,15,28,13,15,1540
hybrid,15,29,13,16,1530
hybrid,15,30,13,16,1525
hybrid,16,0,10,10,1000
hybrid,16,1,10,10,995
hybrid,16,2,11,10,1085
hybrid,16,3,12,10,1125
hybrid,16,4,13,10,1165
hybrid,16,5,13,10,1160
hybrid,16,6,13,11,1250
hybrid,16,7,13,11,1245
hybrid,16,8,12,11,1235
hybrid,16,9,12,11,1230
hybrid,16,10,12,11,1225
hybrid,16,11,13,11,1215
hybrid,16,12,14,11,1205
hybrid,16,13,14,11,1200
hybrid,16,14,14,12,1240
hybrid,16,15,14,12,1235
hybrid,16,16,14,12,1230
hybrid,16,17,14,11,1220
hybrid,16,18,14,10,1210
hybrid,16,19,14,9,1200
hybrid,16,20,14,8,1240
hybrid,16,21,14,8,1235
hybrid,16,22,14,8,1230
hybrid,16,23,14,9,1220
hybrid,16,24,14,10,1210
hybrid,16,25,14,11,1200
hybrid,16,26,14,12,1190
hybrid,16,27,14,12,1185
hybrid,16,28,14,12,1180
hybrid,16,29,14,12,1175
hybrid,16,30,14,12,1170
hybrid,17,0,10,10,1000
hybrid,17,1,10,10,995
hybrid,17,2,11,10,1035
hybrid,17,3,12,10,1025
hybrid,17,4,12,10,1020
hybrid,17,5,12,10,1015
hybrid,17,6,12,10,1010
hybrid,17,7,12,11,1050
hybrid,17,8,12,12,1040
hybrid,17,9,12,13,1030
hybrid,17,10,12,13,1025
hybrid,17,11,11,13,1115
hybrid,17,12,10,13,1155
hybrid,17,13,9,13,1145
hybrid,17,14,9,13,1140
hybrid,17,15,9,12,1130
hybrid,17,16,9,12,1125
hybrid,17,17,8,12,1165
hybrid,17,18,7,12,1155
hybrid,17,19,6,12,1195
hybrid,17,20,6,12,1190
hybrid,17,21,6,13,1180
hybrid,17,22,6,13,1175
hybrid,17,23,7,13,1215
hybrid,17,24,7,13,1210
hybrid,17,25,7,14,1300
hybrid,17,26,7,15,1290
hybrid,17,27,7,15,1285
hybrid,17,28,8,15,1325
hybrid,17,29,9,15,1415
hybrid,17,30,9,15,1410
hybrid,18,0,10,10,1000
hybrid,18,1,10,10,995
hybrid,18,2,11,10,1035
hybrid,18,3,12,10,1125
hybrid,18,4,13,10,1215
hybrid,18,5,14,10,1205
hybrid,18,6,14,10,1200
hybrid,18,7,14,11,1240
hybrid,18,8,14,11,1235
hybrid,18,9,15,11,1275
hybrid,18,10,15,11,1270
hybrid,18,11,15,12,1260
hybrid,18,12,15,12,1255
hybrid,18,13,15,12,1250
hybrid,18,14,15,11,1240
hybrid,18,15,15,11,1235
hybrid,18,16,15,11,1230
hybrid,18,17,15,12,1220
hybrid,18,18,15,13,1210
hybrid,18,19,15,14,1300
hybrid,18,20,15,14,1295
hybrid,18,21,15,14,1290
hybrid,18,22,15,14,1285
hybrid,18,23,16,14,1325
hybrid,18,24,17,14,1315
hybrid,18,25,18,14,1305
hybrid,18,26,19,14,1295
hybrid,18,27,20,14,1335
hybrid,18,28,20,14,1330
hybrid,18,29,20,13,1320
hybrid,18,30,20,13,1315
hybrid,19,0,10,10,1000
hybrid,19,1,10,10,965
hybrid,19,2,9,10,1005
hybrid,19,3,9,10,1000
hybrid,19,4,9,9,990
hybrid,19,5,9,9,985
hybrid,19,6,8,9,1025
hybrid,19,7,7,9,1015
hybrid,19,8,7,9,1010
hybrid,19,9,7,10,1050
hybrid,19,10,7,11,1140
hybrid,19,11,7,11,1135
hybrid,19,12,6,11,1225
hybrid,19,13,6,11,1220
hybrid,19,14,6,10,1210
hybrid,19,15,6,10,1205
hybrid,19,16,7,10,1195
hybrid,19,17,8,10,1155
hybrid,19,18,8,10,1150
hybrid,19,19,8,11,1110
hybrid,19,20,8,12,1200
hybrid,19,21,8,12,1195
hybrid,19,22,8,12,1190
hybrid,19,23,8,12,1185
hybrid,19,24,7,12,1225
hybrid,19,25,6,12,1215
hybrid,19,26,6,12,1210
hybrid,19,27,6,11,1200
hybrid,19,28,6,10,1190
hybrid,19,29,6,9,1150
hybrid,19,30,6,9,1145
hybrid,20,0,10,10,1000
hybrid,20,1,10,9,1040
hybrid,20,2,10,9,1035
hybrid,20,3,9,9,1025
hybrid,20,4,9,9,1020
hybrid,20,5,9,8,1010
hybrid,20,6,9,8,1005
hybrid,20,7,8,8,1095
hybrid,20,8,8,8,1090
hybrid,20,9,8,7,1130
hybrid,20,10,8,6,1120
hybrid,20,11,8,6,1115
hybrid,20,12,9,6,1155
hybrid,20,13,10,6,1145
hybrid,20,14,10,6,1140
hybrid,20,15,10,7,1230
hybrid,20,16,10,7,1225
hybrid,20,17,9,7,1215
hybrid,20,18,8,7,1205
hybrid,20,19,7,7,1195
hybrid,20,20,6,7,1185
hybrid,20,21,6,7,1180
hybrid,20,22,6,6,1170
hybrid,20,23,6,5,1160
hybrid,20,24,6,5,1155
hybrid,20,25,5,5,1245
hybrid,20,26,5,5,1240
hybrid,20,27,5,4,1200
hybrid,20,28,5,3,1190
hybrid,20,29,5,3,1185
hybrid,20,30,6,3,1175
hybrid,21,0,10,10,1000
hybrid,21,1,10,10,1045
hybrid,21,2,11,10,1035
hybrid,21,3,12,10,1025
hybrid,21,4,13,10,1015
hybrid,21,5,14,10,1105
hybrid,21,6,15,10,1195
hybrid,21,7,16,10,1235
hybrid,21,8,17,10,1225
hybrid,21,9,17,10,1220
hybrid,21,10,17,9,1310
hybrid,21,11,17,8,1300
hybrid,21,12,17,8,1295
hybrid,21,13,17,8,1290
hybrid,21,14,17,9,1280
hybrid,21,15,17,10,1270
hybrid,21,16,17,10,1265
hybrid,21,17,16,10,1255
hybrid,21,18,15,10,1245
hybrid,21,19,14,10,1235
hybrid,21,20,14,10,1230
hybrid,21,21,14,11,1220
hybrid,21,22,14,12,1260
hybrid,21,23,14,12,1255
hybrid,21,24,15,12,1345
hybrid,21,25,16,12,1435
hybrid,21,26,16,12,1430
hybrid,21,27,16,11,1420
hybrid,21,28,16,10,1410
hybrid,21,29,16,9,1400
hybrid,21,30,16,8,1390
hybrid,22,0,10,10,1000
hybrid,22,1,10,10,1045
hybrid,22,2,9,10,1135
hybrid,22,3,9,10,1130
hybrid,22,4,9,11,1170
hybrid,22,5,9,12,1160
hybrid,22,6,9,13,1150
hybrid,22,7,9,13,1145
hybrid,22,8,8,13,1235
hybrid,22,9,7,13,1225
hybrid,22,10,7,13,1220
hybrid,22,11,7,12,1210
hybrid,22,12,7,12,1205
hybrid,22,13,6,12,1245
hybrid,22,14,5,12,1235
hybrid,22,15,5,12,1230
hybrid,22,16,5,13,1270
hybrid,22,17,5,14,1310
hybrid,22,18,5,15,1300
hybrid,22,19,5,15,1295
hybrid,22,20,4,15,1285
hybrid,22,21,3,15,1375
hybrid,22,22,2,15,1415
hybrid,22,23,1,15,1405
hybrid,22,24,0,15,1395
hybrid,22,25,0,15,1390
hybrid,22,26,0,14,1480
hybrid,22,27,0,13,1570
hybrid,22,28,0,12,1560
hybrid,22,29,0,11,1550
hybrid,22,30,0,10,1590
hybrid,23,0,10,10,1000
hybrid,23,1,10,9,990
hybrid,23,2,10,8,980
hybrid,23,3,10,8,975
hybrid,23,4,9,8,965
hybrid,23,5,9,8,960
hybrid,23,6,9,8,955
hybrid,23,7,8,8,995
hybrid,23,8,7,8,1035
hybrid,23,9,7,8,1030
hybrid,23,10,7,9,1120
hybrid,23,11,7,9,1115
hybrid,23,12,6,9,1205
hybrid,23,13,5,9,1195
hybrid,23,14,5,9,1190
hybrid,23,15,5,10,1280
hybrid,23,16,5,11,1240
hybrid,23,17,5,11,1235
hybrid,23,18,6,11,1275
hybrid,23,19,6,11,1270
hybrid,23,20,6,12,1310
hybrid,23,21,6,13,1300
hybrid,23,22,6,13,1295
hybrid,23,23,5,13,1285
hybrid,23,24,5,13,1280
hybrid,23,25,5,14,1320
hybrid,23,26,5,14,1315
hybrid,23,27,4,14,1355
hybrid,23,28,3,14,1315
hybrid,23,29,2,14,1405
hybrid,23,30,2,14,1400
hybrid,24,0,10,10,1000
hybrid,24,1,10,10,1045
hybrid,24,2,10,10,1040
hybrid,24,3,10,10,1035
hybrid,24,4,11,10,1075
hybrid,24,5,12,10,1165
hybrid,24,6,12,10,1160
hybrid,24,7,12,9,1150
hybrid,24,8,12,9,1145
hybrid,24,9,13,9,1235
hybrid,24,10,13,9,1230
hybrid,24,11,13,8,1220
hybrid,24,12,13,8,1215
hybrid,24,13,14,8,1305
hybrid,24,14,14,8,1300
hybrid,24,15,14,7,1390
hybrid,24,16,14,7,1385
hybrid,24,17,13,7,1425
hybrid,24,18,13,7,1420
hybrid,24,19,13,6,1410
hybrid,24,20,13,6,1405
hybrid,24,21,12,6,1395
hybrid,24,22,11,6,1435
hybrid,24,23,10,6,1475
hybrid,24,24,9,6,1465
hybrid,24,25,9,6,1460
hybrid,24,26,9,7,1500
hybrid,24,27,9,8,1490
hybrid,24,28,9,9,1480
hybrid,24,29,9,10,1470
hybrid,24,30,9,11,1510
hybrid,25,0,10,10,1000
hybrid,25,1,10,10,995
hybrid,25,2,9,10,985
hybrid,25,3,8,10,975
hybrid,25,4,8,10,970
hybrid,25,5,8,9,1010
hybrid,25,6,8,8,1100
hybrid,25,7,8,8,1095
hybrid,25,8,8,8,1090
hybrid,25,9,8,9,1080
hybrid,25,10,8,9,1075
hybrid,25,11,7,9,1065
hybrid,25,12,7,9,1060
hybrid,25,13,7,10,1020
hybrid,25,14,7,11,1060
hybrid,25,15,7,11,1055
hybrid,25,16,8,11,1095
hybrid,25,17,9,11,1085
hybrid,25,18,10,11,1045
hybrid,25,19,11,11,1035
hybrid,25,20,12,11,1025
hybrid,25,21,13,11,1015
hybrid,25,22,13,11,1010
hybrid,25,23,13,12,1050
hybrid,25,24,13,13,1040
hybrid,25,25,13,14,1080
hybrid,25,26,13,14,1075
hybrid,25,27,14,14,1115
hybrid,25,28,15,14,1155
hybrid,25,29,15,14,1150
hybrid,25,30,15,15,1240
hybrid,26,0,10,10,1000
hybrid,26,1,10,10,995
hybrid,26,2,10,10,990
hybrid,26,3,10,10,985
hybrid,26,4,11,10,1025
hybrid,26,5,12,10,1015
hybrid,26,6,13,10,1055
hybrid,26,7,13,10,1050
hybrid,26,8,13,10,1045
hybrid,26,9,13,10,1040
hybrid,26,10,13,11,1080
hybrid,26,11,13,12,1170
hybrid,26,12,13,13,1160
hybrid,26,13,13,13,1155
hybrid,26,14,14,13,1195
hybrid,26,15,14,13,1190
hybrid,26,16,14,13,1185
hybrid,26,17,14,13,1180
hybrid,26,18,14,14,1270
hybrid,26,19,14,14,1265
hybrid,26,20,15,14,1355
hybrid,26,21,15,14,1350
hybrid,26,22,15,13,1390
hybrid,26,23,15,12,1380
hybrid,26,24,15,11,1470
hybrid,26,25,15,10,1510
hybrid,26,26,15,10,1505
hybrid,26,27,15,10,1500
hybrid,26,28,15,11,1490
hybrid,26,29,15,12,1480
hybrid,26,30,15,13,1470
hybrid,27,0,10,10,1000
hybrid,27,1,10,10,1045
hybrid,27,2,11,10,1035
hybrid,27,3,11,10,1030
hybrid,27,4,11,10,1025
hybrid,27,5,11,10,1020
hybrid,27,6,11,9,1110
hybrid,27,7,11,8,1100
hybrid,27,8,11,8,1095
hybrid,27,9,11,8,1090
hybrid,27,10,11,9,1080
hybrid,27,11,11,10,1070
hybrid,27,12,11,11,1060
hybrid,27,13,11,11,1055
hybrid,27,14,10,11,1145
hybrid,27,15,9,11,1185
hybrid,27,16,8,11,1175
hybrid,27,17,7,11,1165
hybrid,27,18,7,11,1160
hybrid,27,19,7,12,1200
hybrid,27,20,7,13,1190
hybrid,27,21,7,13,1185
hybrid,27,22,8,13,1275
hybrid,27,23,9,13,1265
hybrid,27,24,9,13,1260
hybrid,27,25,9,14,1300
hybrid,27,26,9,14,1295
hybrid,27,27,8,14,1285
hybrid,27,28,8,14,1280
hybrid,27,29,8,15,1370
hybrid,27,30,8,16,1410
hybrid,28,0,10,10,1000
hybrid,28,1,10,10,995
hybrid,28,2,10,10,990
hybrid,28,3,10,10,985
hybrid,28,4,9,10,975
hybrid,28,5,8,10,965
hybrid,28,6,7,10,955
hybrid,28,7,6,10,995
hybrid,28,8,6,10,990
hybrid,28,9,6,11,1030
hybrid,28,10,6,11,1025
hybrid,28,11,5,11,1065
hybrid,28,12,5,11,1060
hybrid,28,13,5,10,1050
hybrid,28,14,5,10,1045
hybrid,28,15,4,10,1135
hybrid,28,16,3,10,1125
hybrid,28,17,3,10,1120
hybrid,28,18,3,9,1110
hybrid,28,19,3,9,1105
hybrid,28,20,2,9,1145
hybrid,28,21,2,9,1140
hybrid,28,22,2,8,1180
hybrid,28,23,2,8,1175
hybrid,28,24,3,8,1135
hybrid,28,25,4,8,1125
hybrid,28,26,4,8,1120
hybrid,28,27,4,7,1160
hybrid,28,28,4,6,1150
hybrid,28,29,4,5,1190
hybrid,28,30,4,4,1230
hybrid,29,0,10,10,1000
hybrid,29,1,10,10,995
hybrid,29,2,11,10,1085
hybrid,29,3,11,10,1080
hybrid,29,4,11,11,1070
hybrid,29,5,11,12,1110
hybrid,29,6,11,12,1105
hybrid,29,7,11,12,1100
hybrid,29,8,11,11,1090
hybrid,29,9,11,11,1085
hybrid,29,10,12,11,1125
hybrid,29,11,13,11,1085
hybrid,29,12,13,11,1080
hybrid,29,13,13,11,1075
hybrid,29,14,12,11,1065
hybrid,29,15,11,11,1055
hybrid,29,16,11,11,1050
hybrid,29,17,11,10,1040
hybrid,29,18,11,9,1030
hybrid,29,19,11,9,1025
hybrid,29,20,10,9,1015
hybrid,29,21,9,9,1005
hybrid,29,22,9,9,1000
hybrid,29,23,9,8,1090
hybrid,29,24,9,8,1085
hybrid,29,25,8,8,1075
hybrid,29,26,8,8,1070
hybrid,29,27,8,7,1060
hybrid,29,28,8,7,1055
hybrid,29,29,8,7,1050
hybrid,29,30,8,7,1045
